official_index,true_class_id,grid_rows,grid_columns,patch_size_pixels,permutation_0_based_json,shuffled_rgb_sha256
7465,0,4,4,56,"[12,4,8,10,0,3,13,2,6,7,15,5,1,9,14,11]",a543485233f6d60aadffa77a8f144f378e675f27a5d8fc9375bf421872f76bd6
7474,5,4,4,56,"[1,15,9,12,11,0,10,7,6,8,4,3,2,13,14,5]",0aea1986594913d633d02b8af1fc5f752563a4ab48b0bf332180f59047c95a1c
7475,4,4,4,56,"[4,14,7,15,1,12,10,5,13,8,9,11,3,2,0,6]",a66f1837f148ca68570bb03db6ce1d41bcdec830d6f70bbd14624a7dc375daa2
7476,8,4,4,56,"[3,15,7,5,10,13,4,9,0,11,2,14,8,12,1,6]",b31e53cbb533ed7ed23a3af14a967a1517a33d172d8c824aa494616c90e30160
7544,9,4,4,56,"[14,5,9,2,6,7,3,1,11,0,10,13,4,12,15,8]",ea1f4190ae2ed0b1eb5b1db7344e762c0bb2a73fe969900d2c53c80bc518ecaa
7555,6,4,4,56,"[9,0,4,8,15,10,5,2,13,11,6,1,12,3,7,14]",89c5940a649da26f14da129fb3c8c6a40f12d2b12c3e358dde5dce32bb50c2c2
7600,6,4,4,56,"[15,8,3,5,6,4,12,14,2,13,10,9,7,11,1,0]",ab5e44f6d36f6b53cbf0dc59ad1a6e60b645cd55cfe691ad1099b38a61a6fc44
7610,4,4,4,56,"[14,5,11,1,8,4,13,10,3,6,9,7,12,15,0,2]",3a04683c41418580877cb538de010770f95ad9aee758ebcd94ea2b4b777352f7
7634,0,4,4,56,"[3,13,0,11,10,2,7,6,1,5,4,9,14,15,12,8]",8a1659a2cf3320b40e81fa616eb8e04ca6a112ac66e8170881d741648a1e0bf4
7692,4,4,4,56,"[15,3,10,7,2,11,12,1,6,14,13,4,8,0,5,9]",a21e2b1ef0f40c89bbf3e91713a0c7768111af37b2a0ea281dc770c620a9b919
7706,5,4,4,56,"[1,9,7,0,13,15,6,14,3,10,5,8,4,2,11,12]",dab9b05e4e4d1e2350d046365b5b2675f9838a2e4a51862698ef0fb3afa06a64
7726,6,4,4,56,"[14,8,2,5,11,1,10,4,6,0,7,12,9,15,3,13]",59fe1270116d71f0c5a13ed2d08d8bd0b275534dc3bb4870c6c13e3ce3a55b43
7744,3,4,4,56,"[2,9,11,8,13,5,3,0,7,4,1,10,14,6,12,15]",92601c0ce6d472dfe5f48fe2d40993ace2af8ce6798658a17088296795970fae
7752,9,4,4,56,"[10,7,1,15,6,0,13,14,2,11,8,12,3,5,9,4]",12896fd1d93d05b9e16c501a990cd80fe4fe50a40de17dfcfa08e9a1415ebd29
7776,5,4,4,56,"[2,4,9,3,14,10,1,7,13,8,11,6,12,5,15,0]",9cbe9f72561d05ba3c3e2590d9bba408487ef97033b05e41d843f8d8b3189b1d
7779,6,4,4,56,"[0,3,10,4,8,13,9,5,12,14,11,7,15,6,1,2]",6a156c0184a219b693bcf1ed9fbf4b85839b77dd47d669a3efd039618c040063
7781,6,4,4,56,"[2,4,8,1,5,10,13,11,12,7,14,0,6,15,3,9]",e5bb11502308411b367c61090418a7bb500ba885cbee57e4f92aa5e1d77d2b91
7793,3,4,4,56,"[10,6,12,7,14,4,11,3,13,1,15,9,2,0,5,8]",cc5d70c5cd6c1f6e0ef41d153a12986c5424c81d70c575b46c6feaafab5adc0a
7797,3,4,4,56,"[0,14,12,9,10,6,1,3,11,7,5,4,13,8,2,15]",31539b2e6cb8210ef9a776a0dab7e19c5852d2667b96e88d63b73192bf243fb9
7810,8,4,4,56,"[15,13,9,12,0,8,1,7,11,14,3,10,5,6,4,2]",6a5a0b00dc07d9c5af1e716b0c0179f64ba60593edaaf501a663f1668cbd86b3
7818,8,4,4,56,"[8,15,1,5,4,13,11,9,7,10,12,3,6,2,0,14]",5fd09fb8aae7d8e8853e4a3ec83fb12bd335250e90b22744ae3afbb64781a0d3
7835,7,4,4,56,"[11,3,10,1,7,15,14,5,12,9,6,8,13,0,4,2]",29ed858f5cc2d50f1b92d0ee2936bb4073a6124c8feb6191edc9ea3bac556a38
7864,4,4,4,56,"[5,11,13,6,9,0,7,15,8,2,1,14,3,4,10,12]",4b64737ed378a1048f46b2edc405a28a2c4594fa36dd11484210ece20d4427e0
7875,8,4,4,56,"[4,7,0,15,13,1,11,14,3,6,10,2,12,8,9,5]",32fd630a411fe517a13cb8225968f3c4b6d433ffb93af04d9fd1e6abf7451a91
7938,9,4,4,56,"[9,1,4,6,15,7,12,10,3,14,11,2,0,8,13,5]",6cb0e41a50b48c7e8fae02bf7d34fc40a271ad35a8adf70d07a456c6b49f6b0b
7940,4,4,4,56,"[8,5,7,10,1,14,0,2,15,11,6,13,9,4,12,3]",9acdfee988242c24946c8f88207e3df0b3f92a82f55aafd80527d8da87a18989
7944,4,4,4,56,"[7,15,3,13,5,10,8,0,2,11,14,6,1,12,9,4]",c8273a3ff1226a8fefccd2db247f79025ab086b7b20df956aa6a022a98b392bc
7955,1,4,4,56,"[0,7,13,2,4,5,15,9,11,8,3,6,12,10,1,14]",104b9dccfceaa900544116fb29461206f9b87ff0f5241f5dbed0ba9c4154cdf9
7995,9,4,4,56,"[5,1,14,4,10,11,0,6,15,3,9,12,7,8,2,13]",b78e308fbe8c3b908833d44a1a0eea4a0eb801c6be4b2ca2d5d58dfcf4ae0568
7996,6,4,4,56,"[11,12,8,15,1,5,14,4,13,10,9,3,2,7,0,6]",ccd34837962c6a0e16aa18abc81dfa767ca6cbfe62e4d46c0ffdb399d29d3674
7999,8,4,4,56,"[2,15,4,14,9,6,7,13,11,0,1,10,12,8,3,5]",14f40a007fa6a404b7a3333e744b1d3902ca0c28e4f873b13d634580279d5ee2
